discipline_title;slug_game;event_title;event_gender;medal_type;participant_type;country_3_letter_code;";"
Freestyle Skiing;vancouver-2010;Ski Cross men;Men;GOLD;Athlete;SUI;
Freestyle Skiing;vancouver-2010;Ski Cross men;Men;SILVER;Athlete;AUT;
Freestyle Skiing;vancouver-2010;Ski Cross men;Men;BRONZE;Athlete;NOR;
Freestyle Skiing;vancouver-2010;Moguls men;Men;GOLD;Athlete;CAN;
Freestyle Skiing;vancouver-2010;Moguls men;Men;SILVER;Athlete;AUS;
Freestyle Skiing;vancouver-2010;Moguls men;Men;BRONZE;Athlete;USA;
Freestyle Skiing;vancouver-2010;Moguls women;Women;GOLD;Athlete;USA;
Freestyle Skiing;vancouver-2010;Moguls women;Women;SILVER;Athlete;CAN;
Freestyle Skiing;vancouver-2010;Moguls women;Women;BRONZE;Athlete;USA;
Freestyle Skiing;vancouver-2010;Aerials men;Men;GOLD;Athlete;BLR;
Freestyle Skiing;vancouver-2010;Aerials men;Men;SILVER;Athlete;USA;
Freestyle Skiing;vancouver-2010;Aerials men;Men;BRONZE;Athlete;CHN;
Freestyle Skiing;vancouver-2010;Ski Cross women;Women;GOLD;Athlete;CAN;
Freestyle Skiing;vancouver-2010;Ski Cross women;Women;SILVER;Athlete;NOR;
Freestyle Skiing;vancouver-2010;Ski Cross women;Women;BRONZE;Athlete;FRA;
Speed skating;vancouver-2010;5000m women;Women;GOLD;Athlete;CZE;
Speed skating;vancouver-2010;5000m women;Women;SILVER;Athlete;GER;
Speed skating;vancouver-2010;5000m women;Women;BRONZE;Athlete;CAN;
Speed skating;vancouver-2010;1000m women;Women;GOLD;Athlete;CAN;
Speed skating;vancouver-2010;1000m women;Women;SILVER;Athlete;NED;
Speed skating;vancouver-2010;1000m women;Women;BRONZE;Athlete;NED;
Speed skating;vancouver-2010;2x500m women;Women;GOLD;Athlete;KOR;
Speed skating;vancouver-2010;2x500m women;Women;SILVER;Athlete;GER;
Speed skating;vancouver-2010;2x500m women;Women;BRONZE;Athlete;CHN;
Speed skating;vancouver-2010;1500m men;Men;GOLD;Athlete;NED;
Speed skating;vancouver-2010;1500m men;Men;SILVER;Athlete;USA;
Speed skating;vancouver-2010;1500m men;Men;BRONZE;Athlete;NOR;
Speed skating;vancouver-2010;1500m women;Women;GOLD;Athlete;NED;
Speed skating;vancouver-2010;1500m women;Women;SILVER;Athlete;CAN;
Speed skating;vancouver-2010;1500m women;Women;BRONZE;Athlete;CZE;
Speed skating;vancouver-2010;Team pursuit women;Women;GOLD;GameTeam;GER;
Speed skating;vancouver-2010;Team pursuit women;Women;SILVER;GameTeam;JPN;
Speed skating;vancouver-2010;Team pursuit women;Women;BRONZE;GameTeam;POL;
Speed skating;vancouver-2010;Team pursuit men;Men;GOLD;GameTeam;CAN;
Speed skating;vancouver-2010;Team pursuit men;Men;SILVER;GameTeam;USA;
Speed skating;vancouver-2010;Team pursuit men;Men;BRONZE;GameTeam;NED;
Speed skating;vancouver-2010;3000m women;Women;GOLD;Athlete;CZE;
Speed skating;vancouver-2010;3000m women;Women;SILVER;Athlete;GER;
Speed skating;vancouver-2010;3000m women;Women;BRONZE;Athlete;CAN;
Speed skating;vancouver-2010;1000m men;Men;GOLD;Athlete;USA;
Speed skating;vancouver-2010;1000m men;Men;SILVER;Athlete;KOR;
Speed skating;vancouver-2010;1000m men;Men;BRONZE;Athlete;USA;
Speed skating;vancouver-2010;10000m men;Men;GOLD;Athlete;KOR;
Speed skating;vancouver-2010;10000m men;Men;SILVER;Athlete;RUS;
Speed skating;vancouver-2010;10000m men;Men;BRONZE;Athlete;NED;
Speed skating;vancouver-2010;2x500m men;Men;GOLD;Athlete;KOR;
Speed skating;vancouver-2010;2x500m men;Men;SILVER;Athlete;JPN;
Speed skating;vancouver-2010;2x500m men;Men;BRONZE;Athlete;JPN;
Speed skating;vancouver-2010;5000m men;Men;GOLD;Athlete;NED;
Speed skating;vancouver-2010;5000m men;Men;SILVER;Athlete;KOR;
Speed skating;vancouver-2010;5000m men;Men;BRONZE;Athlete;RUS;
Bobsleigh;vancouver-2010;two-man men;Men;GOLD;GameTeam;GER;
Bobsleigh;vancouver-2010;two-man men;Men;GOLD;GameTeam;GER;
Bobsleigh;vancouver-2010;two-man men;Men;SILVER;GameTeam;GER;
Bobsleigh;vancouver-2010;two-man men;Men;SILVER;GameTeam;GER;
Bobsleigh;vancouver-2010;two-man men;Men;BRONZE;GameTeam;RUS;
Bobsleigh;vancouver-2010;two-man men;Men;BRONZE;GameTeam;RUS;
Bobsleigh;vancouver-2010;four-man men;Men;GOLD;GameTeam;USA;
Bobsleigh;vancouver-2010;four-man men;Men;SILVER;GameTeam;GER;
Bobsleigh;vancouver-2010;four-man men;Men;BRONZE;GameTeam;CAN;
Bobsleigh;vancouver-2010;two-woman women;Women;GOLD;GameTeam;CAN;
Bobsleigh;vancouver-2010;two-woman women;Women;GOLD;GameTeam;CAN;
Bobsleigh;vancouver-2010;two-woman women;Women;SILVER;GameTeam;CAN;
Bobsleigh;vancouver-2010;two-woman women;Women;SILVER;GameTeam;CAN;
Bobsleigh;vancouver-2010;two-woman women;Women;BRONZE;GameTeam;USA;
Bobsleigh;vancouver-2010;two-woman women;Women;BRONZE;GameTeam;USA;
Ice Hockey;vancouver-2010;ice hockey women;Women;GOLD;GameTeam;CAN;
Ice Hockey;vancouver-2010;ice hockey women;Women;SILVER;GameTeam;USA;
Ice Hockey;vancouver-2010;ice hockey women;Women;BRONZE;GameTeam;FIN;
Ice Hockey;vancouver-2010;ice hockey men;Men;GOLD;GameTeam;CAN;
Ice Hockey;vancouver-2010;ice hockey men;Men;SILVER;GameTeam;USA;
Ice Hockey;vancouver-2010;ice hockey men;Men;BRONZE;GameTeam;FIN;
Alpine Skiing;vancouver-2010;alpin combined men;Men;GOLD;Athlete;USA;
Alpine Skiing;vancouver-2010;alpin combined men;Men;SILVER;Athlete;CRO;
Alpine Skiing;vancouver-2010;alpin combined men;Men;BRONZE;Athlete;SUI;
Alpine Skiing;vancouver-2010;super-G men;Men;GOLD;Athlete;NOR;
Alpine Skiing;vancouver-2010;super-G men;Men;SILVER;Athlete;USA;
Alpine Skiing;vancouver-2010;super-G men;Men;BRONZE;Athlete;USA;
Alpine Skiing;vancouver-2010;super-G women;Women;GOLD;Athlete;AUT;
Alpine Skiing;vancouver-2010;super-G women;Women;SILVER;Athlete;SLO;
Alpine Skiing;vancouver-2010;super-G women;Women;BRONZE;Athlete;USA;
Alpine Skiing;vancouver-2010;giant slalom women;Women;GOLD;Athlete;GER;
Alpine Skiing;vancouver-2010;giant slalom women;Women;SILVER;Athlete;SLO;
Alpine Skiing;vancouver-2010;giant slalom women;Women;BRONZE;Athlete;AUT;
Alpine Skiing;vancouver-2010;downhill men;Men;GOLD;Athlete;SUI;
Alpine Skiing;vancouver-2010;downhill men;Men;SILVER;Athlete;NOR;
Alpine Skiing;vancouver-2010;downhill men;Men;BRONZE;Athlete;USA;
Alpine Skiing;vancouver-2010;giant slalom men;Men;GOLD;Athlete;SUI;
Alpine Skiing;vancouver-2010;giant slalom men;Men;SILVER;Athlete;NOR;
Alpine Skiing;vancouver-2010;giant slalom men;Men;BRONZE;Athlete;NOR;
Alpine Skiing;vancouver-2010;alpine combined women;Women;GOLD;Athlete;GER;
Alpine Skiing;vancouver-2010;alpine combined women;Women;SILVER;Athlete;USA;
Alpine Skiing;vancouver-2010;alpine combined women;Women;BRONZE;Athlete;SWE;
Alpine Skiing;vancouver-2010;slalom women;Women;GOLD;Athlete;GER;
Alpine Skiing;vancouver-2010;slalom women;Women;SILVER;Athlete;AUT;
Alpine Skiing;vancouver-2010;slalom women;Women;BRONZE;Athlete;CZE;
Alpine Skiing;vancouver-2010;slalom men;Men;GOLD;Athlete;ITA;
Alpine Skiing;vancouver-2010;slalom men;Men;SILVER;Athlete;CRO;
Alpine Skiing;vancouver-2010;slalom men;Men;BRONZE;Athlete;SWE;
Alpine Skiing;vancouver-2010;downhill women;Women;GOLD;Athlete;USA;
Alpine Skiing;vancouver-2010;downhill women;Women;SILVER;Athlete;USA;
Alpine Skiing;vancouver-2010;downhill women;Women;BRONZE;Athlete;AUT;
Luge;vancouver-2010;Doubles mixed;Open;GOLD;GameTeam;AUT;
Luge;vancouver-2010;Doubles mixed;Open;GOLD;GameTeam;AUT;
Luge;vancouver-2010;Doubles mixed;Open;SILVER;GameTeam;LAT;
Luge;vancouver-2010;Doubles mixed;Open;SILVER;GameTeam;LAT;
Luge;vancouver-2010;Doubles mixed;Open;BRONZE;GameTeam;GER;
Luge;vancouver-2010;Doubles mixed;Open;BRONZE;GameTeam;GER;
Luge;vancouver-2010;Singles men;Men;GOLD;Athlete;GER;
Luge;vancouver-2010;Singles men;Men;SILVER;Athlete;GER;
Luge;vancouver-2010;Singles men;Men;BRONZE;Athlete;ITA;
Luge;vancouver-2010;Singles women;Women;GOLD;Athlete;GER;
Luge;vancouver-2010;Singles women;Women;SILVER;Athlete;AUT;
Luge;vancouver-2010;Singles women;Women;BRONZE;Athlete;GER;
Nordic Combined;vancouver-2010;Individual men;Men;GOLD;Athlete;FRA;
Nordic Combined;vancouver-2010;Individual men;Men;SILVER;Athlete;USA;
Nordic Combined;vancouver-2010;Individual men;Men;BRONZE;Athlete;ITA;
Nordic Combined;vancouver-2010;Individual sprint men;Men;GOLD;Athlete;USA;
Nordic Combined;vancouver-2010;Individual sprint men;Men;SILVER;Athlete;USA;
Nordic Combined;vancouver-2010;Individual sprint men;Men;BRONZE;Athlete;AUT;
Nordic Combined;vancouver-2010;Team men;Men;GOLD;GameTeam;AUT;
Nordic Combined;vancouver-2010;Team men;Men;SILVER;GameTeam;USA;
Nordic Combined;vancouver-2010;Team men;Men;BRONZE;GameTeam;GER;
Skeleton;vancouver-2010;Individual men;Men;GOLD;Athlete;CAN;
Skeleton;vancouver-2010;Individual men;Men;SILVER;Athlete;LAT;
Skeleton;vancouver-2010;Individual men;Men;BRONZE;Athlete;RUS;
Skeleton;vancouver-2010;Individual women;Women;GOLD;Athlete;GBR;
Skeleton;vancouver-2010;Individual women;Women;SILVER;Athlete;GER;
Skeleton;vancouver-2010;Individual women;Women;BRONZE;Athlete;GER;
Short Track Speed Skating;vancouver-2010;1000m women;Women;GOLD;Athlete;CHN;
Short Track Speed Skating;vancouver-2010;1000m women;Women;SILVER;Athlete;USA;
Short Track Speed Skating;vancouver-2010;1000m women;Women;BRONZE;Athlete;KOR;
Short Track Speed Skating;vancouver-2010;500m men;Men;GOLD;Athlete;CAN;
Short Track Speed Skating;vancouver-2010;500m men;Men;SILVER;Athlete;KOR;
Short Track Speed Skating;vancouver-2010;500m men;Men;BRONZE;Athlete;CAN;
Short Track Speed Skating;vancouver-2010;1500m men;Men;GOLD;Athlete;KOR;
Short Track Speed Skating;vancouver-2010;1500m men;Men;SILVER;Athlete;USA;
Short Track Speed Skating;vancouver-2010;1500m men;Men;BRONZE;Athlete;USA;
Short Track Speed Skating;vancouver-2010;1500m women;Women;GOLD;Athlete;CHN;
Short Track Speed Skating;vancouver-2010;1500m women;Women;SILVER;Athlete;KOR;
Short Track Speed Skating;vancouver-2010;1500m women;Women;BRONZE;Athlete;KOR;
Short Track Speed Skating;vancouver-2010;500m women;Women;GOLD;Athlete;CHN;
Short Track Speed Skating;vancouver-2010;500m women;Women;SILVER;Athlete;CAN;
Short Track Speed Skating;vancouver-2010;500m women;Women;BRONZE;Athlete;ITA;
Short Track Speed Skating;vancouver-2010;5000m relay men;Men;GOLD;GameTeam;CAN;
Short Track Speed Skating;vancouver-2010;5000m relay men;Men;SILVER;GameTeam;KOR;
Short Track Speed Skating;vancouver-2010;5000m relay men;Men;BRONZE;GameTeam;USA;
Short Track Speed Skating;vancouver-2010;3000m relay women;Women;GOLD;GameTeam;CHN;
Short Track Speed Skating;vancouver-2010;3000m relay women;Women;SILVER;GameTeam;CAN;
Short Track Speed Skating;vancouver-2010;3000m relay women;Women;BRONZE;GameTeam;USA;
Short Track Speed Skating;vancouver-2010;1000m men;Men;GOLD;Athlete;KOR;
Short Track Speed Skating;vancouver-2010;1000m men;Men;SILVER;Athlete;KOR;
Short Track Speed Skating;vancouver-2010;1000m men;Men;BRONZE;Athlete;USA;
Curling;vancouver-2010;curling women;Women;GOLD;GameTeam;SWE;
Curling;vancouver-2010;curling women;Women;SILVER;GameTeam;CAN;
Curling;vancouver-2010;curling women;Women;BRONZE;GameTeam;CHN;
Curling;vancouver-2010;curling men;Men;GOLD;GameTeam;CAN;
Curling;vancouver-2010;curling men;Men;SILVER;GameTeam;NOR;
Curling;vancouver-2010;curling men;Men;BRONZE;GameTeam;SUI;
Ski Jumping;vancouver-2010;Large Hill Individual men;Men;GOLD;Athlete;SUI;
Ski Jumping;vancouver-2010;Large Hill Individual men;Men;SILVER;Athlete;POL;
Ski Jumping;vancouver-2010;Large Hill Individual men;Men;BRONZE;Athlete;AUT;
Ski Jumping;vancouver-2010;Teams men;Men;GOLD;GameTeam;AUT;
Ski Jumping;vancouver-2010;Teams men;Men;SILVER;GameTeam;GER;
Ski Jumping;vancouver-2010;Teams men;Men;BRONZE;GameTeam;NOR;
Ski Jumping;vancouver-2010;Normal Hill Individual men;Men;GOLD;Athlete;SUI;
Ski Jumping;vancouver-2010;Normal Hill Individual men;Men;SILVER;Athlete;POL;
Ski Jumping;vancouver-2010;Normal Hill Individual men;Men;BRONZE;Athlete;AUT;
Cross Country Skiing;vancouver-2010;15km men;Men;GOLD;Athlete;SUI;
Cross Country Skiing;vancouver-2010;15km men;Men;SILVER;Athlete;ITA;
Cross Country Skiing;vancouver-2010;15km men;Men;BRONZE;Athlete;CZE;
Cross Country Skiing;vancouver-2010;Team sprint women;Women;GOLD;GameTeam;GER;
Cross Country Skiing;vancouver-2010;Team sprint women;Women;GOLD;GameTeam;GER;
Cross Country Skiing;vancouver-2010;Team sprint women;Women;SILVER;GameTeam;SWE;
Cross Country Skiing;vancouver-2010;Team sprint women;Women;SILVER;GameTeam;SWE;
Cross Country Skiing;vancouver-2010;Team sprint women;Women;BRONZE;GameTeam;RUS;
Cross Country Skiing;vancouver-2010;Team sprint women;Women;BRONZE;GameTeam;RUS;
Cross Country Skiing;vancouver-2010;Relay 4x5km women;Women;GOLD;GameTeam;NOR;
Cross Country Skiing;vancouver-2010;Relay 4x5km women;Women;SILVER;GameTeam;GER;
Cross Country Skiing;vancouver-2010;Relay 4x5km women;Women;BRONZE;GameTeam;FIN;
Cross Country Skiing;vancouver-2010;Team sprint men;Men;GOLD;GameTeam;NOR;
Cross Country Skiing;vancouver-2010;Team sprint men;Men;GOLD;GameTeam;NOR;
Cross Country Skiing;vancouver-2010;Team sprint men;Men;SILVER;GameTeam;GER;
Cross Country Skiing;vancouver-2010;Team sprint men;Men;SILVER;GameTeam;GER;
Cross Country Skiing;vancouver-2010;Team sprint men;Men;BRONZE;GameTeam;RUS;
Cross Country Skiing;vancouver-2010;Team sprint men;Men;BRONZE;GameTeam;RUS;
Cross Country Skiing;vancouver-2010;Relay 4x10km men;Men;GOLD;GameTeam;SWE;
Cross Country Skiing;vancouver-2010;Relay 4x10km men;Men;SILVER;GameTeam;NOR;
Cross Country Skiing;vancouver-2010;Relay 4x10km men;Men;BRONZE;GameTeam;CZE;
Cross Country Skiing;vancouver-2010;50km men;Men;GOLD;Athlete;NOR;
Cross Country Skiing;vancouver-2010;50km men;Men;SILVER;Athlete;GER;
Cross Country Skiing;vancouver-2010;50km men;Men;BRONZE;Athlete;SWE;
Cross Country Skiing;vancouver-2010;Combined 7.5 + 7.5km mass start women;Women;GOLD;Athlete;NOR;
Cross Country Skiing;vancouver-2010;Combined 7.5 + 7.5km mass start women;Women;SILVER;Athlete;SWE;
Cross Country Skiing;vancouver-2010;Combined 7.5 + 7.5km mass start women;Women;BRONZE;Athlete;POL;
Cross Country Skiing;vancouver-2010;Sprint 15km men;Men;GOLD;Athlete;RUS;
Cross Country Skiing;vancouver-2010;Sprint 15km men;Men;SILVER;Athlete;RUS;
Cross Country Skiing;vancouver-2010;Sprint 15km men;Men;BRONZE;Athlete;NOR;
Cross Country Skiing;vancouver-2010;sprint 15km women;Women;GOLD;Athlete;NOR;
Cross Country Skiing;vancouver-2010;sprint 15km women;Women;SILVER;Athlete;POL;
Cross Country Skiing;vancouver-2010;sprint 15km women;Women;BRONZE;Athlete;SLO;
Cross Country Skiing;vancouver-2010;10km women;Women;GOLD;Athlete;SWE;
Cross Country Skiing;vancouver-2010;10km women;Women;SILVER;Athlete;EST;
Cross Country Skiing;vancouver-2010;10km women;Women;BRONZE;Athlete;NOR;
Cross Country Skiing;vancouver-2010;30km women;Women;GOLD;Athlete;POL;
Cross Country Skiing;vancouver-2010;30km women;Women;SILVER;Athlete;NOR;
Cross Country Skiing;vancouver-2010;30km women;Women;BRONZE;Athlete;FIN;
Cross Country Skiing;vancouver-2010;Skiathlon 15km  15km men;Men;GOLD;Athlete;SWE;
Cross Country Skiing;vancouver-2010;Skiathlon 15km  15km men;Men;SILVER;Athlete;GER;
Cross Country Skiing;vancouver-2010;Skiathlon 15km  15km men;Men;BRONZE;Athlete;SWE;
Snowboard;vancouver-2010;Snowboard Cross men;Men;GOLD;Athlete;USA;
Snowboard;vancouver-2010;Snowboard Cross men;Men;SILVER;Athlete;CAN;
Snowboard;vancouver-2010;Snowboard Cross men;Men;BRONZE;Athlete;FRA;
Snowboard;vancouver-2010;Snowboard Cross women;Women;GOLD;Athlete;CAN;
Snowboard;vancouver-2010;Snowboard Cross women;Women;SILVER;Athlete;FRA;
Snowboard;vancouver-2010;Snowboard Cross women;Women;BRONZE;Athlete;SUI;
Snowboard;vancouver-2010;Half-pipe men;Men;GOLD;Athlete;USA;
Snowboard;vancouver-2010;Half-pipe men;Men;SILVER;Athlete;FIN;
Snowboard;vancouver-2010;Half-pipe men;Men;BRONZE;Athlete;USA;
Snowboard;vancouver-2010;Giant parallel slalom women;Women;GOLD;Athlete;NED;
Snowboard;vancouver-2010;Giant parallel slalom women;Women;SILVER;Athlete;RUS;
Snowboard;vancouver-2010;Giant parallel slalom women;Women;BRONZE;Athlete;AUT;
Snowboard;vancouver-2010;Half-pipe women;Women;GOLD;Athlete;AUS;
Snowboard;vancouver-2010;Half-pipe women;Women;SILVER;Athlete;USA;
Snowboard;vancouver-2010;Half-pipe women;Women;BRONZE;Athlete;USA;
Snowboard;vancouver-2010;Giant parallel slalom men;Men;GOLD;Athlete;CAN;
Snowboard;vancouver-2010;Giant parallel slalom men;Men;SILVER;Athlete;AUT;
Snowboard;vancouver-2010;Giant parallel slalom men;Men;BRONZE;Athlete;FRA;
Biathlon;vancouver-2010;4x6km relay women;Women;GOLD;GameTeam;RUS;
Biathlon;vancouver-2010;4x6km relay women;Women;SILVER;GameTeam;FRA;
Biathlon;vancouver-2010;4x6km relay women;Women;BRONZE;GameTeam;GER;
Biathlon;vancouver-2010;4x75km relay men;Men;GOLD;GameTeam;NOR;
Biathlon;vancouver-2010;4x75km relay men;Men;SILVER;GameTeam;AUT;
Biathlon;vancouver-2010;4x75km relay men;Men;BRONZE;GameTeam;RUS;
Biathlon;vancouver-2010;15km women;Women;GOLD;Athlete;NOR;
Biathlon;vancouver-2010;15km women;Women;SILVER;Athlete;KAZ;
Biathlon;vancouver-2010;15km women;Women;BRONZE;Athlete;BLR;
Biathlon;vancouver-2010;125km mass start women;Women;GOLD;Athlete;GER;
Biathlon;vancouver-2010;125km mass start women;Women;SILVER;Athlete;RUS;
Biathlon;vancouver-2010;125km mass start women;Women;BRONZE;Athlete;GER;
Biathlon;vancouver-2010;75km women;Women;GOLD;Athlete;SVK;
Biathlon;vancouver-2010;75km women;Women;SILVER;Athlete;GER;
Biathlon;vancouver-2010;75km women;Women;BRONZE;Athlete;FRA;
Biathlon;vancouver-2010;10km pursuit women;Women;GOLD;Athlete;GER;
Biathlon;vancouver-2010;10km pursuit women;Women;SILVER;Athlete;SVK;
Biathlon;vancouver-2010;10km pursuit women;Women;BRONZE;Athlete;FRA;
Biathlon;vancouver-2010;10km men;Men;GOLD;Athlete;FRA;
Biathlon;vancouver-2010;10km men;Men;SILVER;Athlete;NOR;
Biathlon;vancouver-2010;10km men;Men;BRONZE;Athlete;CRO;
Biathlon;vancouver-2010;15km mass start men;Men;GOLD;Athlete;RUS;
Biathlon;vancouver-2010;15km mass start men;Men;SILVER;Athlete;FRA;
Biathlon;vancouver-2010;15km mass start men;Men;BRONZE;Athlete;SVK;
Biathlon;vancouver-2010;20km men;Men;GOLD;Athlete;NOR;
Biathlon;vancouver-2010;20km men;Men;SILVER;Athlete;BLR;
Biathlon;vancouver-2010;20km men;Men;SILVER;Athlete;NOR;
Biathlon;vancouver-2010;125km pursuit men;Men;GOLD;Athlete;SWE;
Biathlon;vancouver-2010;125km pursuit men;Men;SILVER;Athlete;AUT;
Biathlon;vancouver-2010;125km pursuit men;Men;BRONZE;Athlete;FRA;
Cycling BMX;beijing-2008;Individual women;Women;GOLD;Athlete;FRA;
Cycling BMX;beijing-2008;Individual women;Women;SILVER;Athlete;FRA;
Cycling BMX;beijing-2008;Individual women;Women;BRONZE;Athlete;USA;
Cycling BMX;beijing-2008;Individual men;Men;GOLD;Athlete;LAT;
Cycling BMX;beijing-2008;Individual men;Men;SILVER;Athlete;USA;
Cycling BMX;beijing-2008;Individual men;Men;BRONZE;Athlete;USA;
Fencing;beijing-2008;foil individual women;Women;GOLD;Athlete;ITA;
Fencing;beijing-2008;foil individual women;Women;SILVER;Athlete;KOR;
Fencing;beijing-2008;foil individual women;Women;BRONZE;Athlete;ITA;
Fencing;beijing-2008;sabre team men;Men;GOLD;GameTeam;FRA;
Fencing;beijing-2008;sabre team men;Men;SILVER;GameTeam;USA;
Fencing;beijing-2008;sabre team men;Men;BRONZE;GameTeam;ITA;
Fencing;beijing-2008;sabre team women;Women;GOLD;GameTeam;UKR;
Fencing;beijing-2008;sabre team women;Women;SILVER;GameTeam;CHN;
Fencing;beijing-2008;sabre team women;Women;BRONZE;GameTeam;USA;
Fencing;beijing-2008;sabre individual women;Women;GOLD;Athlete;USA;
Fencing;beijing-2008;sabre individual women;Women;SILVER;Athlete;USA;
Fencing;beijing-2008;sabre individual women;Women;BRONZE;Athlete;USA;
Fencing;beijing-2008;sabre individual men;Men;GOLD;Athlete;CHN;
Fencing;beijing-2008;sabre individual men;Men;SILVER;Athlete;FRA;
Fencing;beijing-2008;sabre individual men;Men;BRONZE;Athlete;ROU;
Fencing;beijing-2008;foil individual men;Men;GOLD;Athlete;GER;
Fencing;beijing-2008;foil individual men;Men;SILVER;Athlete;JPN;
Fencing;beijing-2008;foil individual men;Men;BRONZE;Athlete;ITA;
Fencing;beijing-2008;foil team women;Women;GOLD;GameTeam;RUS;
Fencing;beijing-2008;foil team women;Women;SILVER;GameTeam;USA;
Fencing;beijing-2008;foil team women;Women;BRONZE;GameTeam;ITA;
Fencing;beijing-2008;Epee individual women;Women;GOLD;Athlete;GER;
Fencing;beijing-2008;Epee individual women;Women;SILVER;Athlete;ROU;
Fencing;beijing-2008;Epee individual women;Women;BRONZE;Athlete;HUN;
Fencing;beijing-2008;Epee individual men;Men;GOLD;Athlete;ITA;
Fencing;beijing-2008;Epee individual men;Men;SILVER;Athlete;FRA;
Fencing;beijing-2008;Epee individual men;Men;BRONZE;Athlete;ESP;
Fencing;beijing-2008;Epee team men;Men;GOLD;GameTeam;FRA;
Fencing;beijing-2008;Epee team men;Men;SILVER;GameTeam;POL;
Fencing;beijing-2008;Epee team men;Men;BRONZE;GameTeam;ITA;
Triathlon;beijing-2008;Individual men;Men;GOLD;Athlete;GER;
Triathlon;beijing-2008;Individual men;Men;SILVER;Athlete;CAN;
Triathlon;beijing-2008;Individual men;Men;BRONZE;Athlete;NZL;
Triathlon;beijing-2008;Individual women;Women;GOLD;Athlete;AUS;
Triathlon;beijing-2008;Individual women;Women;SILVER;Athlete;POR;
Triathlon;beijing-2008;Individual women;Women;BRONZE;Athlete;AUS;
Archery;beijing-2008;team FITA Olympic round  70m women;Women;GOLD;GameTeam;KOR;
Archery;beijing-2008;team FITA Olympic round  70m women;Women;SILVER;GameTeam;CHN;
Archery;beijing-2008;team FITA Olympic round  70m women;Women;BRONZE;GameTeam;FRA;
Archery;beijing-2008;individual FITA Olympic round  70m men;Men;GOLD;Athlete;UKR;
Archery;beijing-2008;individual FITA Olympic round  70m men;Men;SILVER;Athlete;KOR;
Archery;beijing-2008;individual FITA Olympic round  70m men;Men;BRONZE;Athlete;RUS;
Archery;beijing-2008;individual FITA Olympic round  70m women;Women;GOLD;Athlete;CHN;
Archery;beijing-2008;individual FITA Olympic round  70m women;Women;SILVER;Athlete;KOR;
Archery;beijing-2008;individual FITA Olympic round  70m women;Women;BRONZE;Athlete;KOR;
Archery;beijing-2008;team FITA Olympic round  70m men;Men;GOLD;GameTeam;KOR;
Archery;beijing-2008;team FITA Olympic round  70m men;Men;SILVER;GameTeam;ITA;
Archery;beijing-2008;team FITA Olympic round  70m men;Men;BRONZE;GameTeam;CHN;
Hockey;beijing-2008;tournament men;Men;GOLD;GameTeam;GER;
Hockey;beijing-2008;tournament men;Men;SILVER;GameTeam;ESP;
Hockey;beijing-2008;tournament men;Men;BRONZE;GameTeam;AUS;
Hockey;beijing-2008;tournament women;Women;GOLD;GameTeam;NED;
Hockey;beijing-2008;tournament women;Women;SILVER;GameTeam;CHN;
Hockey;beijing-2008;tournament women;Women;BRONZE;GameTeam;ARG;
Cycling Road;beijing-2008;individual road race women;Women;GOLD;Athlete;GBR;
Cycling Road;beijing-2008;individual road race women;Women;SILVER;Athlete;SWE;
Cycling Road;beijing-2008;individual road race women;Women;BRONZE;Athlete;ITA;
Cycling Road;beijing-2008;individual road race men;Men;GOLD;Athlete;ESP;
Cycling Road;beijing-2008;individual road race men;Men;SILVER;Athlete;SUI;
Cycling Road;beijing-2008;individual road race men;Men;BRONZE;Athlete;RUS;
Cycling Road;beijing-2008;individual time trial women;Women;GOLD;Athlete;USA;
Cycling Road;beijing-2008;individual time trial women;Women;SILVER;Athlete;GBR;
Cycling Road;beijing-2008;individual time trial women;Women;BRONZE;Athlete;SUI;
Cycling Road;beijing-2008;individual time trial men;Men;GOLD;Athlete;SUI;
Cycling Road;beijing-2008;individual time trial men;Men;SILVER;Athlete;SWE;
Cycling Road;beijing-2008;individual time trial men;Men;BRONZE;Athlete;USA;
Water Polo;beijing-2008;water polo men;Men;GOLD;GameTeam;HUN;
Water Polo;beijing-2008;water polo men;Men;SILVER;GameTeam;USA;
Water Polo;beijing-2008;water polo men;Men;BRONZE;GameTeam;SRB;
Water Polo;beijing-2008;water polo women;Women;GOLD;GameTeam;NED;
Water Polo;beijing-2008;water polo women;Women;SILVER;GameTeam;USA;
Water Polo;beijing-2008;water polo women;Women;BRONZE;GameTeam;AUS;
Taekwondo;beijing-2008;Beijing 2008 Taekwondo - 49 kg women;Women;GOLD;Athlete;CHN;
Taekwondo;beijing-2008;Beijing 2008 Taekwondo - 49 kg women;Women;SILVER;Athlete;THA;
Taekwondo;beijing-2008;Beijing 2008 Taekwondo - 49 kg women;Women;BRONZE;Athlete;VEN;
Taekwondo;beijing-2008;Beijing 2008 Taekwondo - 49 kg women;Women;BRONZE;Athlete;CUB;
Taekwondo;beijing-2008;58 - 68 kg men;Men;GOLD;Athlete;KOR;
Taekwondo;beijing-2008;58 - 68 kg men;Men;SILVER;Athlete;USA;
Taekwondo;beijing-2008;58 - 68 kg men;Men;BRONZE;Athlete;TPE;
Taekwondo;beijing-2008;58 - 68 kg men;Men;BRONZE;Athlete;TUR;
Taekwondo;beijing-2008;Beijing 2008 Taekwondo - 58 kg men;Men;GOLD;Athlete;MEX;
